value,gesture
3;13;-46;1;-1;-6;-7;2;0;-6;23;-11;0;0;-2;-1;-5;-3;24;27;1;1;2;-3;10;3;-25;-55;2;3;-5;3;-4;-7;-43;20;-8;-5;5;-7;-6;29;19;6;-1;-1;-4;-3;10;9;20;-4;-2;-10;-4;-4;7;1;22;1;0;2;6;8;,5
-4;-7;-43;20;-8;-5;5;-7;-6;29;19;6;-1;-1;-4;-3;10;9;20;-4;-2;-10;-4;-4;7;1;22;1;0;2;6;8;-10;-5;-16;10;7;25;15;-5;-8;-7;-22;-12;-5;-1;3;0;4;-17;-8;4;4;-4;-1;3;6;14;-5;-15;-9;-4;2;-3;,5
-4;-7;-43;20;-8;-5;5;-7;-6;29;19;6;-1;-1;-4;-3;10;9;20;-4;-2;-10;-4;-4;7;1;22;1;0;2;6;8;-10;-5;-16;10;7;25;15;-5;-8;-7;-22;-12;-5;-1;3;0;4;-17;-8;4;4;-4;-1;3;6;14;-5;-15;-9;-4;2;-3;,5
-10;-5;-16;10;7;25;15;-5;-8;-7;-22;-12;-5;-1;3;0;4;-17;-8;4;4;-4;-1;3;6;14;-5;-15;-9;-4;2;-3;12;23;47;27;4;-8;-3;9;-9;-13;10;-6;-1;-9;-3;-3;-11;-14;-18;-3;-3;10;10;12;-7;-15;-2;6;-2;-7;-10;-13;,5
12;23;47;27;4;-8;-3;9;-9;-13;10;-6;-1;-9;-3;-3;-11;-14;-18;-3;-3;10;10;12;-7;-15;-2;6;-2;-7;-10;-13;9;16;41;11;1;2;0;2;4;16;-101;-19;3;2;3;2;-5;1;58;7;0;-5;-12;-2;-3;9;0;31;-2;-2;-3;3;,5
12;23;47;27;4;-8;-3;9;-9;-13;10;-6;-1;-9;-3;-3;-11;-14;-18;-3;-3;10;10;12;-7;-15;-2;6;-2;-7;-10;-13;9;16;41;11;1;2;0;2;4;16;-101;-19;3;2;3;2;-5;1;58;7;0;-5;-12;-2;-3;9;0;31;-2;-2;-3;3;,5
9;16;41;11;1;2;0;2;4;16;-101;-19;3;2;3;2;-5;1;58;7;0;-5;-12;-2;-3;9;0;31;-2;-2;-3;3;-3;-19;-18;-54;-2;-3;3;0;3;4;-6;3;2;3;2;-3;5;-22;-4;-14;3;3;1;-2;-9;-14;19;42;-4;-8;-9;-6;,5
-5;1;58;7;0;-5;-12;-2;-3;9;0;31;-2;-2;-3;3;-3;-19;-18;-54;-2;-3;3;0;3;4;-6;3;2;3;2;-3;5;-22;-4;-14;3;3;1;-2;-9;-14;19;42;-4;-8;-9;-6;-3;16;5;-7;3;8;10;-5;0;-21;-40;-32;-9;-8;8;-1;,5
-3;-19;-18;-54;-2;-3;3;0;3;4;-6;3;2;3;2;-3;5;-22;-4;-14;3;3;1;-2;-9;-14;19;42;-4;-8;-9;-6;-3;16;5;-7;3;8;10;-5;0;-21;-40;-32;-9;-8;8;-1;3;9;-1;3;3;-5;-7;-3;-2;-3;-6;-1;0;2;-11;8;,5
-3;16;5;-7;3;8;10;-5;0;-21;-40;-32;-9;-8;8;-1;3;9;-1;3;3;-5;-7;-3;-2;-3;-6;-1;0;2;-11;8;-6;-17;12;14;1;-10;-8;-5;9;19;11;5;-1;6;5;-15;-7;2;-28;4;0;-1;12;10;-12;-32;-38;-14;-7;-7;-7;14;,5
-3;16;5;-7;3;8;10;-5;0;-21;-40;-32;-9;-8;8;-1;3;9;-1;3;3;-5;-7;-3;-2;-3;-6;-1;0;2;-11;8;-6;-17;12;14;1;-10;-8;-5;9;19;11;5;-1;6;5;-15;-7;2;-28;4;0;-1;12;10;-12;-32;-38;-14;-7;-7;-7;14;,5
-6;-17;12;14;1;-10;-8;-5;9;19;11;5;-1;6;5;-15;-7;2;-28;4;0;-1;12;10;-12;-32;-38;-14;-7;-7;-7;14;-5;11;19;-3;0;-8;-12;-19;-6;-21;-41;-14;-2;2;2;6;-3;17;57;32;4;-1;-9;-3;-1;-12;-33;-55;-11;-6;-14;-9;,5
-7;2;-28;4;0;-1;12;10;-12;-32;-38;-14;-7;-7;-7;14;-5;11;19;-3;0;-8;-12;-19;-6;-21;-41;-14;-2;2;2;6;-3;17;57;32;4;-1;-9;-3;-1;-12;-33;-55;-11;-6;-14;-9;4;5;-68;7;-6;-1;3;5;8;-32;3;13;-1;-3;-8;16;,5
-5;11;19;-3;0;-8;-12;-19;-6;-21;-41;-14;-2;2;2;6;-3;17;57;32;4;-1;-9;-3;-1;-12;-33;-55;-11;-6;-14;-9;4;5;-68;7;-6;-1;3;5;8;-32;3;13;-1;-3;-8;16;-8;32;70;-18;-5;-1;8;-6;-4;-3;4;-5;1;-2;12;-11;,5
4;5;-68;7;-6;-1;3;5;8;-32;3;13;-1;-3;-8;16;-8;32;70;-18;-5;-1;8;-6;-4;-3;4;-5;1;-2;12;-11;-3;-27;-21;-7;1;7;20;0;2;26;-3;22;7;9;-11;0;0;-5;-5;12;2;-13;-23;-19;7;1;44;9;4;10;35;2;,5
4;5;-68;7;-6;-1;3;5;8;-32;3;13;-1;-3;-8;16;-8;32;70;-18;-5;-1;8;-6;-4;-3;4;-5;1;-2;12;-11;-3;-27;-21;-7;1;7;20;0;2;26;-3;22;7;9;-11;0;0;-5;-5;12;2;-13;-23;-19;7;1;44;9;4;10;35;2;,5
-3;-27;-21;-7;1;7;20;0;2;26;-3;22;7;9;-11;0;0;-5;-5;12;2;-13;-23;-19;7;1;44;9;4;10;35;2;6;2;0;-3;-8;-1;7;25;-10;1;32;2;2;-1;-2;-18;6;-10;-44;12;3;2;2;16;9;39;69;-44;-2;-3;-2;8;,5
0;-5;-5;12;2;-13;-23;-19;7;1;44;9;4;10;35;2;6;2;0;-3;-8;-1;7;25;-10;1;32;2;2;-1;-2;-18;6;-10;-44;12;3;2;2;16;9;39;69;-44;-2;-3;-2;8;-18;-28;-50;4;-9;-11;-13;-21;12;8;37;22;-1;-5;4;7;,5
6;-10;-44;12;3;2;2;16;9;39;69;-44;-2;-3;-2;8;-18;-28;-50;4;-9;-11;-13;-21;12;8;37;22;-1;-5;4;7;3;-10;-10;-52;-3;3;-1;-9;-8;-25;-26;38;3;-5;-11;-9;13;17;56;-2;-3;0;10;12;-1;13;-53;-34;-3;-3;-12;-6;,5
-18;-28;-50;4;-9;-11;-13;-21;12;8;37;22;-1;-5;4;7;3;-10;-10;-52;-3;3;-1;-9;-8;-25;-26;38;3;-5;-11;-9;13;17;56;-2;-3;0;10;12;-1;13;-53;-34;-3;-3;-12;-6;-11;-2;9;15;-2;3;2;-10;13;-15;-58;-11;3;0;10;1;,5
-18;-28;-50;4;-9;-11;-13;-21;12;8;37;22;-1;-5;4;7;3;-10;-10;-52;-3;3;-1;-9;-8;-25;-26;38;3;-5;-11;-9;13;17;56;-2;-3;0;10;12;-1;13;-53;-34;-3;-3;-12;-6;-11;-2;9;15;-2;3;2;-10;13;-15;-58;-11;3;0;10;1;,5
13;17;56;-2;-3;0;10;12;-1;13;-53;-34;-3;-3;-12;-6;-11;-2;9;15;-2;3;2;-10;13;-15;-58;-11;3;0;10;1;-3;37;75;6;-5;-5;-5;4;-5;-39;-16;6;1;0;13;-2;1;11;-85;-19;-1;0;0;-7;-6;-11;96;42;-9;-9;-7;22;,5
-11;-2;9;15;-2;3;2;-10;13;-15;-58;-11;3;0;10;1;-3;37;75;6;-5;-5;-5;4;-5;-39;-16;6;1;0;13;-2;1;11;-85;-19;-1;0;0;-7;-6;-11;96;42;-9;-9;-7;22;-16;-11;-49;-36;-2;4;-9;-33;0;18;0;-10;1;-4;-4;1;,5
-3;37;75;6;-5;-5;-5;4;-5;-39;-16;6;1;0;13;-2;1;11;-85;-19;-1;0;0;-7;-6;-11;96;42;-9;-9;-7;22;-16;-11;-49;-36;-2;4;-9;-33;0;18;0;-10;1;-4;-4;1;6;-23;-37;-5;0;15;18;2;-13;16;53;30;0;-1;-6;-13;,5
-16;-11;-49;-36;-2;4;-9;-33;0;18;0;-10;1;-4;-4;1;6;-23;-37;-5;0;15;18;2;-13;16;53;30;0;-1;-6;-13;4;-13;-45;6;3;-8;-14;9;-1;22;42;38;1;6;26;-12;2;-19;-81;-67;-12;-9;-6;6;-13;-1;19;-5;-4;-2;-17;-5;,5
-16;-11;-49;-36;-2;4;-9;-33;0;18;0;-10;1;-4;-4;1;6;-23;-37;-5;0;15;18;2;-13;16;53;30;0;-1;-6;-13;4;-13;-45;6;3;-8;-14;9;-1;22;42;38;1;6;26;-12;2;-19;-81;-67;-12;-9;-6;6;-13;-1;19;-5;-4;-2;-17;-5;,5
6;-23;-37;-5;0;15;18;2;-13;16;53;30;0;-1;-6;-13;4;-13;-45;6;3;-8;-14;9;-1;22;42;38;1;6;26;-12;2;-19;-81;-67;-12;-9;-6;6;-13;-1;19;-5;-4;-2;-17;-5;2;-1;72;16;0;-5;-7;0;1;7;-14;-42;-11;-5;-12;-5;,5
4;-13;-45;6;3;-8;-14;9;-1;22;42;38;1;6;26;-12;2;-19;-81;-67;-12;-9;-6;6;-13;-1;19;-5;-4;-2;-17;-5;2;-1;72;16;0;-5;-7;0;1;7;-14;-42;-11;-5;-12;-5;4;-3;61;33;4;-6;-6;3;-12;-16;-43;-1;0;14;-5;-22;,5
2;-1;72;16;0;-5;-7;0;1;7;-14;-42;-11;-5;-12;-5;4;-3;61;33;4;-6;-6;3;-12;-16;-43;-1;0;14;-5;-22;-14;6;23;-3;-2;-7;3;21;7;6;-2;-4;0;-1;-6;-5;2;2;35;25;0;-10;-10;-7;13;1;-30;-15;1;7;16;9;,5
-14;6;23;-3;-2;-7;3;21;7;6;-2;-4;0;-1;-6;-5;2;2;35;25;0;-10;-10;-7;13;1;-30;-15;1;7;16;9;11;-19;-6;-4;2;4;2;-1;-9;20;11;22;3;-17;-28;-11;-5;-5;9;-37;-14;14;22;-7;5;16;-44;-8;2;-1;3;-3;,5
-14;6;23;-3;-2;-7;3;21;7;6;-2;-4;0;-1;-6;-5;2;2;35;25;0;-10;-10;-7;13;1;-30;-15;1;7;16;9;11;-19;-6;-4;2;4;2;-1;-9;20;11;22;3;-17;-28;-11;-5;-5;9;-37;-14;14;22;-7;5;16;-44;-8;2;-1;3;-3;,5
11;-19;-6;-4;2;4;2;-1;-9;20;11;22;3;-17;-28;-11;-5;-5;9;-37;-14;14;22;-7;5;16;-44;-8;2;-1;3;-3;7;5;-18;7;7;5;-3;0;9;-4;64;-3;1;-1;6;16;-20;4;-32;32;-4;-16;-32;-3;-5;-14;7;-54;-9;9;25;-7;,5
11;-19;-6;-4;2;4;2;-1;-9;20;11;22;3;-17;-28;-11;-5;-5;9;-37;-14;14;22;-7;5;16;-44;-8;2;-1;3;-3;7;5;-18;7;7;5;-3;0;9;-4;64;-3;1;-1;6;16;-20;4;-32;32;-4;-16;-32;-3;-5;-14;7;-54;-9;9;25;-7;,5
7;5;-18;7;7;5;-3;0;9;-4;64;-3;1;-1;6;16;-20;4;-32;32;-4;-16;-32;-3;-5;-14;7;-54;-9;9;25;-7;5;4;16;0;3;8;-6;1;12;7;22;22;3;1;19;6;-11;-3;-48;-21;-2;-1;2;2;-7;4;41;13;5;7;-9;-21;,5
-20;4;-32;32;-4;-16;-32;-3;-5;-14;7;-54;-9;9;25;-7;5;4;16;0;3;8;-6;1;12;7;22;22;3;1;19;6;-11;-3;-48;-21;-2;-1;2;2;-7;4;41;13;5;7;-9;-21;-11;-9;-69;-17;-10;-10;-8;-11;5;-2;13;-2;-3;0;-8;6;,5
5;4;16;0;3;8;-6;1;12;7;22;22;3;1;19;6;-11;-3;-48;-21;-2;-1;2;2;-7;4;41;13;5;7;-9;-21;-11;-9;-69;-17;-10;-10;-8;-11;5;-2;13;-2;-3;0;-8;6;9;4;37;0;-2;-4;-1;6;-3;1;-14;6;6;-4;-5;0;,5
-11;-9;-69;-17;-10;-10;-8;-11;5;-2;13;-2;-3;0;-8;6;9;4;37;0;-2;-4;-1;6;-3;1;-14;6;6;-4;-5;0;-2;12;4;3;1;-1;-1;-5;-26;-32;-14;-5;-10;-6;-17;-11;3;6;53;20;3;7;27;0;1;-17;-47;-22;-10;-13;-21;2;,5
-11;-9;-69;-17;-10;-10;-8;-11;5;-2;13;-2;-3;0;-8;6;9;4;37;0;-2;-4;-1;6;-3;1;-14;6;6;-4;-5;0;-2;12;4;3;1;-1;-1;-5;-26;-32;-14;-5;-10;-6;-17;-11;3;6;53;20;3;7;27;0;1;-17;-47;-22;-10;-13;-21;2;,5
-2;12;4;3;1;-1;-1;-5;-26;-32;-14;-5;-10;-6;-17;-11;3;6;53;20;3;7;27;0;1;-17;-47;-22;-10;-13;-21;2;5;25;-27;7;5;-2;-4;-4;2;-5;1;-24;0;17;24;14;-5;2;2;10;5;1;-7;-4;5;-6;8;3;-1;-1;8;3;,5
5;25;-27;7;5;-2;-4;-4;2;-5;1;-24;0;17;24;14;-5;2;2;10;5;1;-7;-4;5;-6;8;3;-1;-1;8;3;-3;6;14;22;0;-4;2;3;4;-14;-60;-13;-2;-2;6;11;-18;8;50;25;-5;5;-3;1;2;11;11;38;3;0;-1;-13;,5
5;25;-27;7;5;-2;-4;-4;2;-5;1;-24;0;17;24;14;-5;2;2;10;5;1;-7;-4;5;-6;8;3;-1;-1;8;3;-3;6;14;22;0;-4;2;3;4;-14;-60;-13;-2;-2;6;11;-18;8;50;25;-5;5;-3;1;2;11;11;38;3;0;-1;-13;,5
-3;6;14;22;0;-4;2;3;4;-14;-60;-13;-2;-2;6;11;-18;8;50;25;-5;5;-3;1;2;11;11;38;3;0;-1;-13;-3;-18;-35;-43;-5;-4;2;-1;-2;-20;-7;20;10;-1;-17;0;9;22;47;-27;-8;-10;14;1;9;14;17;43;2;2;0;10;,5
-18;8;50;25;-5;5;-3;1;2;11;11;38;3;0;-1;-13;-3;-18;-35;-43;-5;-4;2;-1;-2;-20;-7;20;10;-1;-17;0;9;22;47;-27;-8;-10;14;1;9;14;17;43;2;2;0;10;-3;-5;15;-26;-7;-7;-16;-3;7;2;-11;-14;0;3;15;14;,5
-3;-18;-35;-43;-5;-4;2;-1;-2;-20;-7;20;10;-1;-17;0;9;22;47;-27;-8;-10;14;1;9;14;17;43;2;2;0;10;-3;-5;15;-26;-7;-7;-16;-3;7;2;-11;-14;0;3;15;14;-8;-11;-11;22;2;3;-12;-11;-1;-7;-26;-16;1;-6;-4;-1;,5
9;22;47;-27;-8;-10;14;1;9;14;17;43;2;2;0;10;-3;-5;15;-26;-7;-7;-16;-3;7;2;-11;-14;0;3;15;14;-8;-11;-11;22;2;3;-12;-11;-1;-7;-26;-16;1;-6;-4;-1;-3;-5;21;6;-6;-6;-6;-7;-4;2;42;31;-2;-2;-9;-8;,5
-8;-11;-11;22;2;3;-12;-11;-1;-7;-26;-16;1;-6;-4;-1;-3;-5;21;6;-6;-6;-6;-7;-4;2;42;31;-2;-2;-9;-8;7;-11;-47;-45;-4;-4;-1;5;-4;1;41;8;-1;-9;-9;-2;2;14;-36;-19;6;12;19;5;-6;-4;77;19;-2;-2;-2;-5;,5
-3;-5;21;6;-6;-6;-6;-7;-4;2;42;31;-2;-2;-9;-8;7;-11;-47;-45;-4;-4;-1;5;-4;1;41;8;-1;-9;-9;-2;2;14;-36;-19;6;12;19;5;-6;-4;77;19;-2;-2;-2;-5;-2;-40;-4;22;4;-11;-8;0;-9;13;-41;-48;-18;-6;-5;-6;,5
2;14;-36;-19;6;12;19;5;-6;-4;77;19;-2;-2;-2;-5;-2;-40;-4;22;4;-11;-8;0;-9;13;-41;-48;-18;-6;-5;-6;8;6;66;20;-2;-2;3;-1;-4;12;-1;-9;2;1;-10;-10;10;-5;-14;6;1;0;-5;8;-4;-5;-6;-11;0;-4;4;-16;,5
-2;-40;-4;22;4;-11;-8;0;-9;13;-41;-48;-18;-6;-5;-6;8;6;66;20;-2;-2;3;-1;-4;12;-1;-9;2;1;-10;-10;10;-5;-14;6;1;0;-5;8;-4;-5;-6;-11;0;-4;4;-16;-3;-7;-6;22;2;0;-7;-2;4;6;-14;-24;-3;-4;-11;6;,5
8;6;66;20;-2;-2;3;-1;-4;12;-1;-9;2;1;-10;-10;10;-5;-14;6;1;0;-5;8;-4;-5;-6;-11;0;-4;4;-16;-3;-7;-6;22;2;0;-7;-2;4;6;-14;-24;-3;-4;-11;6;-3;8;-50;3;5;23;21;-5;7;1;11;2;2;-2;-3;7;,5
-3;-7;-6;22;2;0;-7;-2;4;6;-14;-24;-3;-4;-11;6;-3;8;-50;3;5;23;21;-5;7;1;11;2;2;-2;-3;7;0;0;-14;7;-4;-2;-3;-3;-10;-22;-76;3;-5;-10;-10;-8;3;24;37;-26;-2;1;12;2;3;0;12;3;3;1;1;7;,5
-3;-7;-6;22;2;0;-7;-2;4;6;-14;-24;-3;-4;-11;6;-3;8;-50;3;5;23;21;-5;7;1;11;2;2;-2;-3;7;0;0;-14;7;-4;-2;-3;-3;-10;-22;-76;3;-5;-10;-10;-8;3;24;37;-26;-2;1;12;2;3;0;12;3;3;1;1;7;,5
0;0;-14;7;-4;-2;-3;-3;-10;-22;-76;3;-5;-10;-10;-8;3;24;37;-26;-2;1;12;2;3;0;12;3;3;1;1;7;-5;-14;-7;-1;-2;0;6;-3;-2;-5;-6;3;0;2;5;2;-5;6;54;18;-4;-2;-14;-4;-1;-6;-99;-26;-5;-7;4;1;,5
3;24;37;-26;-2;1;12;2;3;0;12;3;3;1;1;7;-5;-14;-7;-1;-2;0;6;-3;-2;-5;-6;3;0;2;5;2;-5;6;54;18;-4;-2;-14;-4;-1;-6;-99;-26;-5;-7;4;1;2;1;16;7;1;-8;-9;2;-1;8;-10;6;2;14;14;-1;,5
-5;-14;-7;-1;-2;0;6;-3;-2;-5;-6;3;0;2;5;2;-5;6;54;18;-4;-2;-14;-4;-1;-6;-99;-26;-5;-7;4;1;2;1;16;7;1;-8;-9;2;-1;8;-10;6;2;14;14;-1;-8;-8;-2;-12;-12;-14;-4;-4;1;-1;14;0;0;-1;-16;4;,5
-5;6;54;18;-4;-2;-14;-4;-1;-6;-99;-26;-5;-7;4;1;2;1;16;7;1;-8;-9;2;-1;8;-10;6;2;14;14;-1;-8;-8;-2;-12;-12;-14;-4;-4;1;-1;14;0;0;-1;-16;4;1;-6;-17;3;4;1;12;2;-6;8;-24;1;-2;2;-5;-6;,5
2;1;16;7;1;-8;-9;2;-1;8;-10;6;2;14;14;-1;-8;-8;-2;-12;-12;-14;-4;-4;1;-1;14;0;0;-1;-16;4;1;-6;-17;3;4;1;12;2;-6;8;-24;1;-2;2;-5;-6;1;-14;21;-20;-2;2;5;-3;1;0;39;28;2;4;7;3;,5
1;-6;-17;3;4;1;12;2;-6;8;-24;1;-2;2;-5;-6;1;-14;21;-20;-2;2;5;-3;1;0;39;28;2;4;7;3;2;-5;34;-13;1;-2;-3;2;-3;-11;-2;7;-2;-10;-6;-8;-2;29;-19;5;3;10;-1;-3;2;1;9;-8;-1;-2;0;3;,5
1;-14;21;-20;-2;2;5;-3;1;0;39;28;2;4;7;3;2;-5;34;-13;1;-2;-3;2;-3;-11;-2;7;-2;-10;-6;-8;-2;29;-19;5;3;10;-1;-3;2;1;9;-8;-1;-2;0;3;-3;8;-3;5;-2;2;-2;-5;-4;-5;49;-23;-7;-15;-14;-2;,5
2;-5;34;-13;1;-2;-3;2;-3;-11;-2;7;-2;-10;-6;-8;-2;29;-19;5;3;10;-1;-3;2;1;9;-8;-1;-2;0;3;-3;8;-3;5;-2;2;-2;-5;-4;-5;49;-23;-7;-15;-14;-2;-4;-10;-60;4;-1;2;16;2;-3;-27;-19;-6;3;12;4;-11;,5
-3;8;-3;5;-2;2;-2;-5;-4;-5;49;-23;-7;-15;-14;-2;-4;-10;-60;4;-1;2;16;2;-3;-27;-19;-6;3;12;4;-11;6;22;-1;4;-2;-6;-7;-1;7;19;20;1;1;-4;7;3;5;-24;-32;3;-1;-1;-2;2;4;42;-12;8;3;1;5;5;,5
-3;8;-3;5;-2;2;-2;-5;-4;-5;49;-23;-7;-15;-14;-2;-4;-10;-60;4;-1;2;16;2;-3;-27;-19;-6;3;12;4;-11;6;22;-1;4;-2;-6;-7;-1;7;19;20;1;1;-4;7;3;5;-24;-32;3;-1;-1;-2;2;4;42;-12;8;3;1;5;5;,5
6;22;-1;4;-2;-6;-7;-1;7;19;20;1;1;-4;7;3;5;-24;-32;3;-1;-1;-2;2;4;42;-12;8;3;1;5;5;3;-37;-39;0;-5;-5;-7;-5;-1;29;-2;-6;-3;-5;-3;-2;-1;8;21;3;2;-2;-12;-4;-17;-3;-11;12;4;-6;2;2;,5
5;-24;-32;3;-1;-1;-2;2;4;42;-12;8;3;1;5;5;3;-37;-39;0;-5;-5;-7;-5;-1;29;-2;-6;-3;-5;-3;-2;-1;8;21;3;2;-2;-12;-4;-17;-3;-11;12;4;-6;2;2;-10;-28;21;-12;-8;-7;-13;-1;-15;-2;14;16;-1;-1;3;-4;,5
3;-37;-39;0;-5;-5;-7;-5;-1;29;-2;-6;-3;-5;-3;-2;-1;8;21;3;2;-2;-12;-4;-17;-3;-11;12;4;-6;2;2;-10;-28;21;-12;-8;-7;-13;-1;-15;-2;14;16;-1;-1;3;-4;8;7;-58;-23;-6;-3;-5;-1;12;7;10;5;6;9;7;3;,5
-10;-28;21;-12;-8;-7;-13;-1;-15;-2;14;16;-1;-1;3;-4;8;7;-58;-23;-6;-3;-5;-1;12;7;10;5;6;9;7;3;7;25;42;28;5;-35;-53;-3;-6;-9;-52;-23;-3;30;55;2;-2;-8;22;-3;-1;-4;-8;0;-3;3;9;-2;-8;-5;-9;-4;,5
-10;-28;21;-12;-8;-7;-13;-1;-15;-2;14;16;-1;-1;3;-4;8;7;-58;-23;-6;-3;-5;-1;12;7;10;5;6;9;7;3;7;25;42;28;5;-35;-53;-3;-6;-9;-52;-23;-3;30;55;2;-2;-8;22;-3;-1;-4;-8;0;-3;3;9;-2;-8;-5;-9;-4;,5
7;25;42;28;5;-35;-53;-3;-6;-9;-52;-23;-3;30;55;2;-2;-8;22;-3;-1;-4;-8;0;-3;3;9;-2;-8;-5;-9;-4;-3;-23;-33;-1;-1;1;1;2;11;7;5;19;3;-1;-12;1;-5;-13;36;-17;0;-7;-18;-6;-2;-13;5;-22;-5;-3;1;1;,5
7;25;42;28;5;-35;-53;-3;-6;-9;-52;-23;-3;30;55;2;-2;-8;22;-3;-1;-4;-8;0;-3;3;9;-2;-8;-5;-9;-4;-3;-23;-33;-1;-1;1;1;2;11;7;5;19;3;-1;-12;1;-5;-13;36;-17;0;-7;-18;-6;-2;-13;5;-22;-5;-3;1;1;,5
-2;-8;22;-3;-1;-4;-8;0;-3;3;9;-2;-8;-5;-9;-4;-3;-23;-33;-1;-1;1;1;2;11;7;5;19;3;-1;-12;1;-5;-13;36;-17;0;-7;-18;-6;-2;-13;5;-22;-5;-3;1;1;-3;13;-16;-4;2;11;19;2;-2;-22;-2;-1;-4;-10;-10;-3;,5
-3;13;-16;-4;2;11;19;2;-2;-22;-2;-1;-4;-10;-10;-3;4;12;68;14;-1;-1;-3;7;-12;-7;-46;4;0;2;-13;-7;-6;-3;-4;0;2;8;18;-1;21;-29;-8;-25;2;3;-9;2;-3;23;-1;31;-2;-9;-11;-10;4;1;1;-18;-1;-6;2;1;,5
-3;13;-16;-4;2;11;19;2;-2;-22;-2;-1;-4;-10;-10;-3;4;12;68;14;-1;-1;-3;7;-12;-7;-46;4;0;2;-13;-7;-6;-3;-4;0;2;8;18;-1;21;-29;-8;-25;2;3;-9;2;-3;23;-1;31;-2;-9;-11;-10;4;1;1;-18;-1;-6;2;1;,5
4;12;68;14;-1;-1;-3;7;-12;-7;-46;4;0;2;-13;-7;-6;-3;-4;0;2;8;18;-1;21;-29;-8;-25;2;3;-9;2;-3;23;-1;31;-2;-9;-11;-10;4;1;1;-18;-1;-6;2;1;-9;6;-37;-11;-8;-2;3;2;-21;-29;-18;-3;1;-4;-8;-10;,5
-3;23;-1;31;-2;-9;-11;-10;4;1;1;-18;-1;-6;2;1;-9;6;-37;-11;-8;-2;3;2;-21;-29;-18;-3;1;-4;-8;-10;11;-7;-20;2;2;11;27;4;-3;-2;-8;-9;-11;-12;-13;-2;3;8;3;16;9;20;36;-1;6;-5;2;-7;1;-7;-11;3;,5
-9;6;-37;-11;-8;-2;3;2;-21;-29;-18;-3;1;-4;-8;-10;11;-7;-20;2;2;11;27;4;-3;-2;-8;-9;-11;-12;-13;-2;3;8;3;16;9;20;36;-1;6;-5;2;-7;1;-7;-11;3;-4;0;21;-9;-6;-10;-4;-2;-1;5;1;8;-2;0;3;-3;,5
11;-7;-20;2;2;11;27;4;-3;-2;-8;-9;-11;-12;-13;-2;3;8;3;16;9;20;36;-1;6;-5;2;-7;1;-7;-11;3;-4;0;21;-9;-6;-10;-4;-2;-1;5;1;8;-2;0;3;-3;4;-9;-7;7;1;-4;-20;4;-11;1;-4;-17;-4;-3;9;-7;,5
3;8;3;16;9;20;36;-1;6;-5;2;-7;1;-7;-11;3;-4;0;21;-9;-6;-10;-4;-2;-1;5;1;8;-2;0;3;-3;4;-9;-7;7;1;-4;-20;4;-11;1;-4;-17;-4;-3;9;-7;-1;4;-2;5;-1;9;11;4;6;-15;39;1;-2;-6;-5;6;,5
-4;0;21;-9;-6;-10;-4;-2;-1;5;1;8;-2;0;3;-3;4;-9;-7;7;1;-4;-20;4;-11;1;-4;-17;-4;-3;9;-7;-1;4;-2;5;-1;9;11;4;6;-15;39;1;-2;-6;-5;6;13;51;0;-3;1;4;5;1;-21;-12;22;29;-2;-4;-9;-4;,5
4;-9;-7;7;1;-4;-20;4;-11;1;-4;-17;-4;-3;9;-7;-1;4;-2;5;-1;9;11;4;6;-15;39;1;-2;-6;-5;6;13;51;0;-3;1;4;5;1;-21;-12;22;29;-2;-4;-9;-4;-11;-11;-52;-12;2;-9;-5;-3;7;1;-3;-23;-5;-8;-3;-2;,5
-1;4;-2;5;-1;9;11;4;6;-15;39;1;-2;-6;-5;6;13;51;0;-3;1;4;5;1;-21;-12;22;29;-2;-4;-9;-4;-11;-11;-52;-12;2;-9;-5;-3;7;1;-3;-23;-5;-8;-3;-2;-4;-12;22;3;3;2;1;-5;6;17;-6;-5;-8;-3;0;-2;,5
-11;-11;-52;-12;2;-9;-5;-3;7;1;-3;-23;-5;-8;-3;-2;-4;-12;22;3;3;2;1;-5;6;17;-6;-5;-8;-3;0;-2;0;-6;5;3;0;-3;-8;-1;0;2;28;10;2;2;-1;1;-2;-7;-6;-10;0;2;6;2;13;10;5;20;7;-4;-8;-2;,5
-4;-12;22;3;3;2;1;-5;6;17;-6;-5;-8;-3;0;-2;0;-6;5;3;0;-3;-8;-1;0;2;28;10;2;2;-1;1;-2;-7;-6;-10;0;2;6;2;13;10;5;20;7;-4;-8;-2;-4;-16;-40;-3;0;-1;0;-3;-10;-15;12;-45;-12;8;13;-7;,5
0;-6;5;3;0;-3;-8;-1;0;2;28;10;2;2;-1;1;-2;-7;-6;-10;0;2;6;2;13;10;5;20;7;-4;-8;-2;-4;-16;-40;-3;0;-1;0;-3;-10;-15;12;-45;-12;8;13;-7;-12;-11;30;5;-9;-1;1;-7;11;11;-4;-10;-1;-3;-5;13;,5
-2;-7;-6;-10;0;2;6;2;13;10;5;20;7;-4;-8;-2;-4;-16;-40;-3;0;-1;0;-3;-10;-15;12;-45;-12;8;13;-7;-12;-11;30;5;-9;-1;1;-7;11;11;-4;-10;-1;-3;-5;13;-6;10;-12;16;-1;-6;-10;-6;2;4;-18;20;3;-3;-5;-2;,5
